41.458,0.72,-1.22,0.59
49.098,0.72,-1.22,0.59
50.43,0.72,-1.22,0.59
51.377,0.72,-1.22,0.59
53.617,0.72,-1.22,0.59
54.044,0.72,-1.22,0.59
54.438,0.72,-1.22,0.59
54.816,0.72,-1.22,0.59
55.193,0.72,-1.22,0.59
55.571,0.72,-1.22,0.59
55.95,0.72,-1.22,0.59
56.324,0.72,-1.22,0.59
56.702,0.72,-1.22,0.59
57.079,0.72,-1.22,0.59
57.453,0.72,-1.22,0.59
57.83,0.72,-1.22,0.59
58.226,0.72,-1.22,0.59
58.609,0.72,-1.22,0.59
58.985,0.72,-1.22,0.59
59.358,0.72,-1.22,0.59
59.73,0.72,-1.22,0.59
60.104,0.72,-1.22,0.59
60.476,0.72,-1.22,0.59
60.848,0.72,-1.22,0.59
61.222,0.72,-1.22,0.59
61.594,0.72,-1.22,0.59
61.968,0.72,-1.22,0.59
62.348,0.72,-1.22,0.59
62.723,0.72,-1.22,0.59
63.092,0.72,-1.22,0.59
63.465,0.72,-1.22,0.59
63.838,0.96,-1.22,0.59
64.208,0.96,-1.22,0.59
64.597,0.96,-1.22,0.59
64.969,0.96,-1.22,0.59
65.341,0.96,-1.22,0.59
65.714,0.96,-1.22,0.59
66.086,0.96,-1.22,0.59
66.463,0.96,-1.22,0.59
66.834,0.96,-1.22,0.59
67.209,0.96,-1.22,0.59
67.583,0.96,-1.22,0.59
67.958,0.96,-1.22,0.59
68.33,0.96,-1.22,0.59
68.703,0.96,-1.22,0.59
69.077,0.96,-1.22,0.59
69.45,0.96,-1.22,0.59
69.824,0.96,-1.22,0.59
70.197,0.96,-1.22,0.59
70.579,0.96,-1.22,0.59
70.97,0.96,-1.22,0.59
71.344,0.96,-1.22,0.59
71.716,0.96,-1.22,0.59
72.087,0.96,-1.22,0.59
72.46,0.96,-1.22,0.59
72.83,0.96,-1.22,0.59
73.202,0.96,-1.22,0.59
73.573,0.96,-1.22,0.59
73.946,0.96,-1.22,0.59
74.317,0.96,-1.22,0.59
74.696,0.96,-1.22,0.59
75.073,0.96,-1.22,0.59
75.446,0.96,-1.22,0.59
75.816,0.96,-1.22,0.59
76.187,0.96,-1.22,0.59
76.559,0.96,-1.22,0.59
76.989,0.96,-1.22,0.59
77.37,0.96,-1.22,0.59
77.751,0.96,-1.22,0.59
78.158,0.96,-1.22,0.59
78.542,0.96,-1.22,0.59
78.95,0.96,-1.22,0.59
79.371,0.96,-1.22,0.59
79.749,0.72,-1.22,0.59
80.127,0.72,-1.22,0.59
80.506,0.72,-1.22,0.59
80.884,0.72,-1.22,0.59
81.261,0.72,-1.22,0.59
81.639,0.72,-1.22,0.59
82.016,0.72,-1.22,0.59
82.406,0.72,-1.22,0.59
82.782,0.72,-1.22,0.59
83.16,0.72,-1.22,0.59
83.56,0.72,-1.22,0.59
83.936,0.72,-1.22,0.59
84.317,0.72,-1.22,0.59
84.697,0.72,-1.22,0.59
85.073,0.72,-1.22,0.59
85.448,0.72,-1.22,0.59
85.823,0.72,-1.22,0.59
86.196,0.72,-1.22,0.59
86.58,0.72,-1.22,0.59
86.956,0.72,-1.22,0.59
87.333,0.72,-1.22,0.59
87.705,0.72,-1.22,0.59
88.077,0.72,-1.22,0.59
88.468,0.72,-1.22,0.59
88.845,0.72,-1.22,0.59
89.217,0.72,-1.22,0.59
89.59,0.72,-1.22,0.59
89.984,0.72,-1.22,0.59
90.365,0.72,-1.22,0.59
90.738,0.72,-1.22,0.59
91.111,0.72,-1.22,0.59
91.485,0.72,-1.22,0.59
91.857,0.72,-1.22,0.59
92.229,0.72,-1.22,0.59
92.602,0.72,-1.22,0.59
92.974,0.72,-1.22,0.59
93.346,0.72,-1.22,0.59
93.72,0.72,-1.22,0.59
94.092,0.72,-1.22,0.59
94.473,0.72,-1.22,0.59
94.844,0.72,-1.22,0.59
95.215,0.72,-1.22,0.59
95.587,0.72,-1.22,0.35
96.058,0.72,-1.22,0.35
96.449,0.72,-1.22,0.35
96.822,0.72,-1.22,0.35
97.193,0.72,-1.22,0.35
97.564,0.72,-1.22,0.35
97.936,0.72,-1.22,0.35
98.309,0.72,-1.22,0.35
98.689,0.72,-1.22,0.35
99.062,0.72,-1.22,0.35
99.447,0.72,-1.22,0.35
99.821,0.72,-1.22,0.35
100.22,0.72,-1.22,0.35
100.59,0.72,-1.22,0.35
100.97,0.72,-1.22,0.35
101.37,0.72,-1.22,0.35
101.76,0.72,-1.22,0.35
102.13,0.72,-1.22,0.35
102.51,0.72,-1.22,0.35
102.89,0.72,-1.22,0.35
103.26,0.72,-1.22,0.35
103.63,0.72,-1.22,0.35
104,0.72,-1.22,0.35
104.37,0.72,-1.22,0.35
104.74,0.72,-1.22,0.35
105.11,0.72,-1.22,0.35
105.48,0.72,-1.22,0.35
105.85,0.72,-1.22,0.35
106.22,0.72,-1.22,0.35
106.59,0.72,-1.22,0.35
106.96,0.72,-1.22,0.35
107.33,0.72,-1.22,0.35
107.7,0.72,-1.22,0.35
108.1,0.72,-1.22,0.35
108.47,0.72,-1.22,0.35
108.84,0.72,-1.22,0.35
109.22,0.72,-1.22,0.35
109.59,0.72,-1.22,0.35
109.95,0.72,-1.22,0.35
110.32,0.72,-1.22,0.35
110.69,0.72,-1.22,0.35
111.06,0.72,-1.22,0.35
111.42,0.72,-1.22,0.35
111.79,0.96,-1.22,0.35
112.15,0.96,-1.22,0.35
112.52,0.96,-1.22,0.35
112.89,0.96,-1.22,0.35
113.25,0.96,-1.22,0.35
113.62,0.96,-1.22,0.35
113.99,0.96,-1.22,0.35
114.36,0.96,-1.22,0.35
114.72,0.96,-1.22,0.35
115.09,0.96,-1.22,0.35
115.47,0.96,-1.22,0.35
115.84,0.96,-1.22,0.35
116.22,0.96,-1.22,0.35
116.59,0.96,-1.22,0.35
116.95,0.96,-1.22,0.35
117.37,0.96,-1.22,0.35
117.74,0.96,-1.22,0.35
118.1,0.96,-1.22,0.35
118.5,0.96,-1.22,0.35
118.86,0.96,-1.22,0.35
119.24,0.96,-1.22,0.35
119.61,0.96,-1.22,0.35
119.97,0.96,-1.22,0.35
120.34,0.96,-1.22,0.35
120.71,0.96,-1.22,0.35
121.08,0.96,-1.22,0.35
121.46,0.96,-1.22,0.35
121.83,0.96,-1.22,0.35
122.19,0.96,-1.22,0.35
122.57,0.96,-1.22,0.35
122.93,0.96,-1.22,0.35
123.3,0.96,-1.22,0.35
123.67,0.96,-1.22,0.35
124.04,0.96,-1.22,0.35
124.4,0.96,-1.22,0.35
124.77,0.96,-1.22,0.35
125.14,0.96,-1.22,0.35
125.51,0.96,-1.22,0.35
125.87,0.96,-1.22,0.35
126.24,0.96,-1.22,0.35
126.62,0.96,-1.22,0.35
126.98,0.96,-1.22,0.35
127.35,0.96,-1.22,0.35
127.74,0.72,-1.22,0.35
128.11,0.72,-1.22,0.35
128.47,0.72,-1.22,0.35
128.84,0.72,-1.22,0.35
129.21,0.72,-1.22,0.35
129.57,0.72,-1.22,0.35
129.94,0.72,-1.22,0.35
130.31,0.72,-1.22,0.35
130.69,0.72,-1.22,0.35
131.05,0.72,-1.22,0.35
131.41,0.72,-1.22,0.35
131.78,0.72,-1.22,0.35
132.15,0.72,-1.22,0.35
132.52,0.72,-1.22,0.35
132.88,0.72,-1.22,0.35
133.25,0.72,-1.22,0.35
133.62,0.72,-1.22,0.35
134,0.72,-1.22,0.35
134.37,0.72,-1.22,0.35
134.74,0.72,-1.22,0.35
135.11,0.72,-1.22,0.35
135.48,0.72,-1.22,0.35
135.85,0.72,-1.22,0.35
136.22,0.72,-1.22,0.35
136.58,0.72,-1.22,0.35
136.95,0.72,-1.22,0.35
137.32,0.72,-1.22,0.35
137.69,0.72,-1.22,0.35
138.06,0.72,-1.22,0.35
138.43,0.72,-1.22,0.35
138.8,0.72,-1.22,0.35
139.17,0.72,-1.22,0.35
139.54,0.72,-1.22,0.35
139.91,0.72,-1.22,0.35
140.29,0.72,-1.22,0.35
140.66,0.72,-1.22,0.35
141.03,0.72,-1.22,0.35
141.4,0.72,-1.22,0.35
141.77,0.72,-1.22,0.35
142.13,0.72,-1.22,0.35
142.51,0.72,-1.22,0.35
